fact_id,time_id,region_id,segment_id,reason_id,Beginning_Customers,New_Customers,Lost_Customers,Net_Customers,Running_Total,Beginning_MRR,Expansion_MRR,Lost_MRR,Net_MRR,Running_Total_MRR,Churn_Rate,Retention_Rate,Missing_Records,Duplicate_Customers,Invalid_Churn_Records,Data_Quality_Status,Last_Updated_Date
28,4,1,1,3,2995,407,222,185,3180,1794389853.5374146,243851623.21258643,137360429.33867654,106491193.87390988,1900881047.4113245,0.0741235392320534,0.9258764607679466,0,0,0,Đạt,2026-06-14
29,5,1,1,3,3180,135,154,-19,3161,1900881047.4113245,77970899.48965742,85672967.87889601,-7702068.389238596,1893178979.022086,0.0484276729559748,0.9515723270440252,0,0,0,Đạt,2026-06-14
30,6,1,1,3,3161,418,280,138,3299,1893178979.022086,284997728.9325643,152053577.76259673,132944151.1699676,2026123130.1920536,0.0885795634292945,0.9114204365707056,0,0,0,Đạt,2026-06-14
31,7,1,1,3,3299,459,144,315,3614,2026123130.1920536,284038323.2250721,85935409.98201582,198102913.24305627,2224226043.4351096,0.0436495907850863,0.9563504092149137,0,0,0,Đạt,2026-06-14
32,8,1,1,3,3614,350,293,57,3671,2224226043.4351096,215065163.7680781,186372282.11680228,28692881.651275843,2252918925.0863853,0.0810736026563364,0.9189263973436635,0,0,0,Đạt,2026-06-14
33,9,1,1,3,3671,470,338,132,3803,2252918925.0863853,291620081.6094356,180083069.37031737,111537012.2391182,2364455937.325504,0.0920730046308907,0.9079269953691091,0,0,0,Đạt,2026-06-14
34,10,1,1,3,3803,423,249,174,3977,2364455937.325504,223509862.74388564,155938814.407754,67571048.33613163,2432026985.661635,0.065474625295819,0.934525374704181,7,0,5,Cần kiểm tra,2026-06-14
35,11,1,1,3,3977,98,317,-219,3758,2432026985.661635,62247036.82449594,202017083.73089343,-139770046.9063975,2292256938.7552376,0.0797083228564244,0.9202916771435756,0,0,0,Đạt,2026-06-14
36,12,1,1,3,3758,94,55,39,3797,2292256938.7552376,62093100.39936309,33607092.8141198,28486007.58524329,2320742946.340481,0.0146354443853113,0.9853645556146886,0,0,0,Đạt,2026-06-14
37,1,1,1,4,3954,166,258,-92,3862,11176637489.07319,555420308.5942197,772366810.7917595,-216946502.1975398,10959690986.87565,0.0652503793626707,0.9347496206373292,0,0,0,Đạt,2026-06-14
38,2,1,1,4,3862,482,101,381,4243,10959690986.87565,1498161059.988021,290237146.78966737,1207923913.1983535,12167614900.074003,0.0261522527187985,0.9738477472812016,0,0,0,Đạt,2026-06-14
39,3,1,1,4,4243,116,145,-29,4214,12167614900.074003,281850479.5318988,346690179.2327375,-64839699.700838685,12102775200.373163,0.0341739335375913,0.9658260664624088,0,0,0,Đạt,2026-06-14
40,4,1,1,4,4214,483,223,260,4474,12102775200.373163,1373410532.786126,669227182.4850466,704183350.3010793,12806958550.674244,0.0529188419553868,0.9470811580446132,0,0,0,Đạt,2026-06-14
41,5,1,1,4,4474,71,207,-136,4338,12806958550.674244,223871703.7449037,592212019.0622112,-368340315.3173074,12438618235.356936,0.0462673223066607,0.9537326776933392,0,0,0,Đạt,2026-06-14
42,6,1,1,4,4338,219,384,-165,4173,12438618235.356936,589871703.7374866,1175304345.8148365,-585432642.0773499,11853185593.279589,0.0885200553250345,0.9114799446749654,0,0,0,Đạt,2026-06-14
43,7,1,1,4,4173,289,271,18,4191,11853185593.279589,836918522.9875183,841583925.5966595,-4665402.609141231,11848520190.670446,0.0649412892403546,0.9350587107596452,0,0,0,Đạt,2026-06-14
44,8,1,1,4,4191,442,251,191,4382,11848520190.670446,1297774914.3482678,847530316.891813,450244597.4564548,12298764788.126902,0.0598902409926032,0.9401097590073968,0,0,0,Đạt,2026-06-14
45,9,1,1,4,4382,566,318,248,4630,12298764788.126902,1912461607.5296285,927083608.4169146,985377999.1127136,13284142787.239614,0.0725696029210406,0.9274303970789594,0,0,0,Đạt,2026-06-14
46,10,1,1,4,4630,286,444,-158,4472,13284142787.239614,835560959.7371775,1423665302.4492495,-588104342.7120723,12696038444.527542,0.0958963282937365,0.9041036717062636,8,0,0,Cần kiểm tra,2026-06-14
47,11,1,1,4,4472,287,227,60,4532,12696038444.527542,767210292.1041936,558440452.1427258,208769839.9614677,12904808284.48901,0.0507602862254025,0.9492397137745976,0,0,0,Đạt,2026-06-14
48,12,1,1,4,4532,57,268,-211,4321,12904808284.48901,139431540.78296942,821956255.8384423,-682524715.0554729,12222283569.433537,0.0591350397175639,0.940864960282436,0,0,0,Đạt,2026-06-14
49,1,1,1,5,2959,192,189,3,2962,10587216344.076578,722689076.4129373,775742270.7322453,-53053194.31930804,10534163149.75727,0.0638729300439337,0.9361270699560662,0,0,0,Đạt,2026-06-14
50,2,1,1,5,2962,353,178,175,3137,10534163149.75727,1471365831.7114873,577996529.2743179,893369302.4371694,11427532452.19444,0.0600945307224848,0.9399054692775152,0,0,0,Đạt,2026-06-14
51,3,1,1,5,3137,244,302,-58,3079,11427532452.19444,890605801.2251505,996511230.4537324,-105905429.22858202,11321627022.965858,0.0962703219636595,0.9037296780363404,0,0,0,Đạt,2026-06-14
52,4,1,1,5,3079,216,141,75,3154,11321627022.965858,749464637.415933,503903204.1800285,245561433.2359045,11567188456.201763,0.0457940889899317,0.9542059110100682,0,0,0,Đạt,2026-06-14
53,5,1,1,5,3154,258,233,25,3179,11567188456.201763,932832598.2510532,774253551.5205045,158579046.73054886,11725767502.932312,0.0738744451490171,0.9261255548509828,0,0,0,Đạt,2026-06-14
54,6,1,1,5,3179,404,118,286,3465,11725767502.932312,1423813801.3437984,455326407.1083138,968487394.2354846,12694254897.167795,0.0371185907518087,0.9628814092481912,0,0,0,Đạt,2026-06-14
55,7,1,1,5,3465,47,218,-171,3294,12694254897.167795,165264671.55272764,812182212.4087939,-646917540.8560662,12047337356.311731,0.0629148629148629,0.9370851370851372,0,0,0,Đạt,2026-06-14
56,8,1,1,5,3294,445,148,297,3591,12047337356.311731,1860518165.13842,598738532.7447712,1261779632.3936489,13309116988.70538,0.044930176077717,0.9550698239222828,0,0,0,Đạt,2026-06-14
57,9,1,1,5,3591,372,52,320,3911,13309116988.70538,1466959158.5670774,185747363.2666646,1281211795.300413,14590328784.005793,0.0144806460595934,0.9855193539404066,0,0,0,Đạt,2026-06-14
58,10,1,1,5,3911,255,328,-73,3838,14590328784.005793,1078449181.777975,1086104100.7689216,-7654918.990946293,14582673865.014849,0.083866018920992,0.916133981079008,0,0,0,Đạt,2026-06-14
59,11,1,1,5,3838,184,323,-139,3699,14582673865.014849,592195414.8766978,1299507244.935707,-707311830.0590093,13875362034.955835,0.0841584158415841,0.915841584158416,0,0,0,Đạt,2026-06-14
60,12,1,1,5,3699,230,187,43,3742,13875362034.955835,928009160.9081832,770875363.9303694,157133796.97781384,14032495831.933653,0.0505542038388753,0.9494457961611248,0,0,0,Đạt,2026-06-14
61,1,1,1,6,2961,46,293,-247,2714,6381029312.935186,118068328.50234418,539166836.6459155,-421098508.1435713,5959930804.791616,0.0989530563998649,0.901046943600135,0,0,0,Đạt,2026-06-14
62,2,1,1,6,2714,281,111,170,2884,5959930804.791616,577013791.4298909,266665398.03742895,310348393.3924619,6270279198.184077,0.0408990420044215,0.9591009579955784,0,0,0,Đạt,2026-06-14
63,3,1,1,6,2884,123,45,78,2962,6270279198.184077,262611947.539228,78006016.63480435,184605930.90442365,6454885129.088501,0.0156033287101248,0.9843966712898752,0,0,0,Đạt,2026-06-14
64,4,1,1,6,2962,289,241,48,3010,6454885129.088501,616205133.5632784,416374686.2725132,199830447.29076523,6654715576.379266,0.0813639432815665,0.9186360567184336,0,0,0,Đạt,2026-06-14
65,5,1,1,6,3010,143,230,-87,2923,6654715576.379266,280904579.4660162,439208102.1884772,-158303522.72246104,6496412053.656805,0.0764119601328903,0.9235880398671096,0,0,0,Đạt,2026-06-14
66,6,1,1,6,2923,379,171,208,3131,6496412053.656805,688203422.5354381,415640673.8298444,272562748.7055937,6768974802.362399,0.0585015395141977,0.9414984604858022,0,0,0,Đạt,2026-06-14
67,7,1,1,6,3131,113,291,-178,2953,6768974802.362399,234886754.7978616,682644253.4323374,-447757498.6344758,6321217303.727923,0.0929415522197381,0.907058447780262,3,0,0,Cần kiểm tra,2026-06-14
68,8,1,1,6,2953,373,224,149,3102,6321217303.727923,899855026.4572448,387078716.39743865,512776310.0598061,6833993613.787729,0.0758550626481544,0.9241449373518456,0,0,0,Đạt,2026-06-14
69,9,1,1,6,3102,450,291,159,3261,6833993613.787729,978419769.4247584,657079415.6560936,321340353.7686647,7155333967.556394,0.0938104448742746,0.9061895551257252,0,0,0,Đạt,2026-06-14
70,10,1,1,6,3261,87,314,-227,3034,7155333967.556394,175308110.25152284,543981374.3709513,-368673264.11942846,6786660703.436965,0.0962894817540631,0.9037105182459368,0,0,0,Đạt,2026-06-14
71,11,1,1,6,3034,303,90,213,3247,6786660703.436965,662878824.5939851,170094531.8642429,492784292.72974217,7279444996.166707,0.029663810151615,0.970336189848385,0,0,0,Đạt,2026-06-14
72,12,1,1,6,3247,467,223,244,3491,7279444996.166707,872150332.0398216,456356748.0261734,415793584.0136482,7695238580.180355,0.0686787804126886,0.9313212195873114,0,0,0,Đạt,2026-06-14
73,1,1,1,7,2468,68,110,-42,2426,1982803284.3537116,55058913.465584725,100977941.1519546,-45919027.686369866,1936884256.6673412,0.0445705024311183,0.9554294975688816,5,0,4,Cần kiểm tra,2026-06-14
74,2,1,1,7,2426,121,163,-42,2384,1936884256.6673412,80910098.30456069,153915877.4910857,-73005779.18652502,1863878477.4808164,0.0671887881286067,0.9328112118713932,0,0,0,Đạt,2026-06-14
75,3,1,1,7,2384,127,182,-55,2329,1863878477.4808164,98641757.5620722,140507558.4780319,-41865800.9159597,1822012676.5648568,0.0763422818791946,0.9236577181208052,0,0,0,Đạt,2026-06-14
76,4,1,1,7,2329,229,146,83,2412,1822012676.5648568,215277763.21667472,101166926.81802732,114110836.3986474,1936123512.963504,0.0626878488621726,0.9373121511378274,0,0,0,Đạt,2026-06-14
77,5,1,1,7,2412,185,38,147,2559,1936123512.963504,162972613.0631498,25319175.05630308,137653438.00684673,2073776950.9703507,0.0157545605306799,0.98424543946932,0,0,0,Đạt,2026-06-14
78,6,1,1,7,2559,301,43,258,2817,2073776950.9703507,267284839.35412169,33171001.335751124,234113838.0183705,2307890788.9887214,0.0168034388432981,0.9831965611567018,0,0,0,Đạt,2026-06-14
79,7,1,1,7,2817,120,194,-74,2743,2307890788.9887214,100578120.55201223,140835320.37851578,-40257199.826503545,2267633589.1622176,0.0688675896343627,0.9311324103656372,0,0,0,Đạt,2026-06-14
80,8,1,1,7,2743,163,42,121,2864,2267633589.1622176,128017400.85912769,38747894.32516968,89269506.53395799,2356903095.696176,0.0153117025154939,0.984688297484506,0,0,0,Đạt,2026-06-14
81,9,1,1,7,2864,317,219,98,2962,2356903095.696176,259234374.3056092,204474197.91878176,54760176.38682741,2411663272.083003,0.0764664804469273,0.9235335195530726,0,0,0,Đạt,2026-06-14
82,10,1,1,7,2962,63,47,16,2978,2411663272.083003,42949066.515751615,33211042.182983164,9738024.332768451,2421401296.4157715,0.0158676569885212,0.9841323430114788,0,0,0,Đạt,2026-06-14
83,11,1,1,7,2978,44,146,-102,2876,2421401296.4157715,42390860.59659162,94043554.12839022,-51652693.5317986,2369748602.883973,0.0490261920752182,0.9509738079247816,0,0,0,Đạt,2026-06-14
84,12,1,1,7,2876,86,64,22,2898,2369748602.883973,72864366.76433901,41708214.37532991,31156152.389009103,2400904755.272982,0.0222531293463143,0.9777468706536856,0,0,0,Đạt,2026-06-14
85,1,1,1,8,3211,42,177,-135,3076,6652668483.776745,96472637.28877194,429260463.795847,-332787826.5070751,6319880657.26967,0.0551230146371846,0.9448769853628152,0,0,0,Đạt,2026-06-14
86,2,1,1,8,3076,213,156,57,3133,6319880657.26967,469100433.7404972,268101587.4557315,200998846.2847657,6520879503.554435,0.0507152145643693,0.9492847854356308,0,0,0,Đạt,2026-06-14
87,3,1,1,8,3133,274,229,45,3178,6520879503.554435,500001692.0450797,446679941.3254344,53321750.71964526,6574201254.27408,0.0730928822215129,0.9269071177784872,0,0,0,Đạt,2026-06-14
88,4,1,1,8,3178,86,150,-64,3114,6574201254.27408,201043460.0862164,299057225.38193464,-98013765.29571822,6476187488.978362,0.0471994965387035,0.9528005034612964,0,0,0,Đạt,2026-06-14
89,5,1,1,8,3114,144,271,-127,2987,6476187488.978362,308735484.66641456,647357479.7729741,-338621995.1065596,6137565493.871802,0.0870263326910725,0.9129736673089276,0,0,0,Đạt,2026-06-14
90,6,1,1,8,2987,267,283,-16,2971,6137565493.871802,557439196.5313103,566943029.9987603,-9503833.467450025,6128061660.404352,0.0947438901908269,0.905256109809173,0,0,0,Đạt,2026-06-14
91,7,1,1,8,2971,417,37,380,3351,6128061660.404352,830345029.9342346,63829236.09071681,766515793.8435178,6894577454.2478695,0.0124537192864355,0.9875462807135644,0,0,0,Đạt,2026-06-14
92,8,1,1,8,3351,170,75,95,3446,6894577454.2478695,339915740.34434795,171657681.4669111,168258058.87743685,7062835513.125306,0.0223813786929274,0.9776186213070726,0,0,0,Đạt,2026-06-14
93,9,1,1,8,3446,63,176,-113,3333,7062835513.125306,150001209.47383183,423375625.24003184,-273374415.7662,6789461097.359106,0.0510737086477074,0.9489262913522926,0,0,0,Đạt,2026-06-14
94,10,1,1,8,3333,296,85,211,3544,6789461097.359106,653456225.3210567,186892662.58153164,466563562.7395251,7256024660.098631,0.0255025502550255,0.9744974497449744,0,0,0,Đạt,2026-06-14
95,11,1,1,8,3544,479,103,376,3920,7256024660.098631,1025154505.394562,241706985.7598008,783447519.6347613,8039472179.733393,0.0290632054176072,0.9709367945823928,0,0,0,Đạt,2026-06-14
96,12,1,1,8,3920,182,230,-48,3872,8039472179.733393,441095854.4586136,475750914.5615355,-34655060.1029219,8004817119.630471,0.0586734693877551,0.9413265306122448,0,0,0,Đạt,2026-06-14
97,1,1,2,1,2979,178,141,37,3016,2170589344.5981936,153818180.98542204,106818497.20327955,46999683.78214249,2217589028.3803363,0.0473313192346425,0.9526686807653576,0,0,0,Đạt,2026-06-14
98,2,1,2,1,3016,408,75,333,3349,2217589028.3803363,300790759.7728872,62258115.457113385,238532644.3157738,2456121672.6961102,0.024867374005305,0.975132625994695,0,0,0,Đạt,2026-06-14
99,3,1,2,1,3349,308,267,41,3390,2456121672.6961102,251250091.5646432,220371549.2560358,30878542.30860737,2487000215.004718,0.0797252911316811,0.9202747088683187,0,0,0,Đạt,2026-06-14
100,4,1,2,1,3390,392,227,165,3555,2487000215.004718,304836205.13330406,182275206.17059624,122560998.96270782,2609561213.967426,0.0669616519174041,0.933038348082596,0,0,0,Đạt,2026-06-14
101,5,1,2,1,3555,311,36,275,3830,2609561213.967426,246111566.8539732,24946390.54050638,221165176.3134668,2830726390.280893,0.010126582278481,0.9898734177215188,0,0,0,Đạt,2026-06-14
102,6,1,2,1,3830,69,41,28,3858,2830726390.280893,55787256.38580928,35030266.43318875,20756989.95262053,2851483380.2335134,0.0107049608355091,0.9892950391644908,0,0,0,Đạt,2026-06-14
103,7,1,2,1,3858,285,324,-39,3819,2851483380.2335134,219906580.50249723,192293547.06766695,27613033.43483025,2879096413.6683435,0.0839813374805598,0.91601866251944,0,0,0,Đạt,2026-06-14
104,8,1,2,1,3819,532,364,168,3987,2879096413.6683435,357593409.8872247,265614620.74326047,91978789.1439642,2971075202.812308,0.0953129091385179,0.904687090861482,0,0,0,Đạt,2026-06-14
105,9,1,2,1,3987,186,293,-107,3880,2971075202.812308,139836368.69700155,197841142.32163435,-58004773.624632806,2913070429.187675,0.073488838725859,0.926511161274141,0,0,0,Đạt,2026-06-14
106,10,1,2,1,3880,150,179,-29,3851,2913070429.187675,102115552.13690814,133986964.96508937,-31871412.828181226,2881199016.3594937,0.0461340206185567,0.9538659793814432,0,0,0,Đạt,2026-06-14
107,11,1,2,1,3851,163,119,44,3895,2881199016.3594937,125136404.30376764,100973448.1244036,24162956.17936404,2905361972.538858,0.0309010646585302,0.9690989353414696,0,0,0,Đạt,2026-06-14
108,12,1,2,1,3895,40,375,-335,3560,2905361972.538858,24879610.47109824,268373483.1573096,-243493872.6862113,2661868099.852647,0.0962772785622593,0.9037227214377408,0,0,0,Đạt,2026-06-14
109,1,1,2,2,3116,325,138,187,3303,13431603445.772017,1479170061.8124394,491838552.6263157,987331509.1861236,14418934954.958138,0.0442875481386392,0.9557124518613608,0,0,0,Đạt,2026-06-14
110,2,1,2,2,3303,240,40,200,3503,14418934954.958138,847019448.9153917,154264937.98240057,692754510.9329911,15111689465.891129,0.0121102028458976,0.9878897971541024,0,0,0,Đạt,2026-06-14
111,3,1,2,2,3503,359,120,239,3742,15111689465.891129,1476863889.596221,505514212.70344377,971349676.8927772,16083039142.783903,0.0342563516985441,0.965743648301456,0,0,0,Đạt,2026-06-14
112,4,1,2,2,3742,397,208,189,3931,16083039142.783903,1412397240.3932948,1043986886.4242502,368410353.96904457,16451449496.752949,0.0555852485301977,0.9444147514698022,0,0,0,Đạt,2026-06-14
113,5,1,2,2,3931,467,216,251,4182,16451449496.752949,1811468507.005919,927120797.6368238,884347709.3690952,17335797206.122044,0.0549478504197405,0.9450521495802596,0,0,0,Đạt,2026-06-14
114,6,1,2,2,4182,568,192,376,4558,17335797206.122044,2543315009.2858515,871113510.5939065,1672201498.691945,19007998704.813988,0.0459110473457675,0.9540889526542324,0,0,0,Đạt,2026-06-14
115,7,1,2,2,4558,376,267,109,4667,19007998704.813988,1361352232.5745122,1291465087.964669,69887144.60984325,19077885849.423832,0.0585783238262395,0.9414216761737604,0,0,0,Đạt,2026-06-14
116,8,1,2,2,4667,547,160,387,5054,19077885849.423832,2198274613.8815293,574939940.742434,1623334673.1390953,20701220522.562927,0.034283265481037,0.9657167345189628,0,0,0,Đạt,2026-06-14
117,9,1,2,2,5054,534,223,311,5365,20701220522.562927,2022734533.839407,1053676932.711273,969057601.128134,21670278123.691063,0.0441234665611396,0.9558765334388604,0,0,0,Đạt,2026-06-14
118,10,1,2,2,5365,662,521,141,5506,21670278123.691063,2327848775.627037,2393315927.6617928,-65467152.03475571,21604810971.656307,0.0971109040074557,0.9028890959925444,0,0,0,Đạt,2026-06-14
119,11,1,2,2,5506,493,113,380,5886,21604810971.656307,2238539187.909032,541907272.2109582,1696631915.6980736,23301442887.35438,0.0205230657464584,0.9794769342535417,0,0,0,Đạt,2026-06-14
120,12,1,2,2,5886,304,468,-164,5722,23301442887.35438,1494927363.9050524,2016619515.2490304,-521692151.3439779,22779750736.010403,0.0795107033639143,0.9204892966360856,0,0,0,Đạt,2026-06-14
121,1,1,2,3,2207,170,106,64,2271,1823117872.598579,151478355.77027783,72964554.48655795,78513801.28371988,1901631673.8822987,0.0480289986406887,0.9519710013593112,0,0,0,Đạt,2026-06-14
122,2,1,2,3,2271,29,138,-109,2162,1901631673.8822987,25160510.0732994,96958710.81938292,-71798200.74608353,1829833473.1362152,0.0607661822985469,0.9392338177014532,0,0,0,Đạt,2026-06-14
123,3,1,2,3,2162,286,78,208,2370,1829833473.1362152,202248536.5189874,70796150.45270346,131452386.06628393,1961285859.2024992,0.036077705827937,0.9639222941720628,0,0,0,Đạt,2026-06-14
124,4,1,2,3,2370,51,149,-98,2272,1961285859.2024992,46360175.13626975,126587744.69817336,-80227569.56190361,1881058289.6405957,0.0628691983122363,0.9371308016877636,0,0,0,Đạt,2026-06-14
125,5,1,2,3,2272,110,37,73,2345,1881058289.6405957,104004169.4322011,29790478.861209653,74213690.57099146,1955271980.211587,0.0162852112676056,0.9837147887323944,0,0,0,Đạt,2026-06-14
126,6,1,2,3,2345,135,70,65,2410,1955271980.211587,104212115.16706638,57329797.48219826,46882317.68486812,2002154297.896455,0.0298507462686567,0.9701492537313432,0,0,0,Đạt,2026-06-14
127,7,1,2,3,2410,71,220,-149,2261,2002154297.896455,49941456.99749861,173986956.35603082,-124045499.35853222,1878108798.5379229,0.0912863070539419,0.908713692946058,0,0,0,Đạt,2026-06-14
128,8,1,2,3,2261,107,179,-72,2189,1878108798.5379229,73171487.46019115,165174049.46238115,-92002562.00219,1786106236.5357327,0.0791685095090667,0.9208314904909332,0,0,0,Đạt,2026-06-14
129,9,1,2,3,2189,321,80,241,2430,1786106236.5357327,283191890.2088738,53009119.83903969,230182770.36983413,2016289006.905567,0.0365463682046596,0.9634536317953404,0,0,0,Đạt,2026-06-14
130,10,1,2,3,2430,281,72,209,2639,2016289006.905567,241962851.6369657,48377879.94213319,193584971.69483247,2209873978.6003995,0.0296296296296296,0.9703703703703704,0,0,0,Đạt,2026-06-14
131,11,1,2,3,2639,244,153,91,2730,2209873978.6003995,175921266.84018385,132546176.5837795,43375090.25640436,2253249068.856804,0.0579765062523683,0.9420234937476316,0,0,0,Đạt,2026-06-14
132,12,1,2,3,2730,66,214,-148,2582,2253249068.856804,51674770.32222239,177513932.00669953,-125839161.68447717,2127409907.1723268,0.0783882783882783,0.9216117216117216,0,0,0,Đạt,2026-06-14
133,1,1,2,4,3408,484,241,243,3651,7133644089.820979,898902683.374451,588709504.5438764,310193178.83057463,7443837268.651554,0.0707159624413145,0.9292840375586856,0,0,0,Đạt,2026-06-14
134,2,1,2,4,3651,45,140,-95,3556,7443837268.651554,84709135.30722746,283163151.3152319,-198454016.0080045,7245383252.64355,0.0383456587236373,0.9616543412763626,0,0,0,Đạt,2026-06-14
135,3,1,2,4,3556,117,106,11,3567,7245383252.64355,217238544.5764163,187937615.0895525,29300929.48686382,7274684182.130414,0.029808773903262,0.970191226096738,3,0,0,Cần kiểm tra,2026-06-14
136,4,1,2,4,3567,159,107,52,3619,7274684182.130414,274443436.5548401,211033883.3498792,63409553.20496088,7338093735.335375,0.0299971965236893,0.9700028034763106,0,0,0,Đạt,2026-06-14
137,5,1,2,4,3619,104,41,63,3682,7338093735.335375,239271671.38571036,78591572.28281167,160680099.10289866,7498773834.438273,0.0113290964354794,0.9886709035645206,0,0,0,Đạt,2026-06-14
