Month,Region,Segment,Churn_Reason,Beginning_Customers,New_Customers,Lost_Customers,Net_Customers,Running_Total,Beginning_MRR,Expansion_MRR,Lost_MRR,Net_MRR,Running_Total_MRR,Churn_Rate,Retention_Rate,Missing_Records,Duplicate_Customers,Invalid_Churn_Records,Data_Quality_Status,Last_Updated_Date
2025-11-01,Hà Nội,Gen Z,Phí dịch vụ cao,3203,119,50,69,3272,11809809740.27137,491545011.4404541,175328187.590451,316216823.8500031,12126026564.121372,0.015610365282547611,0.9843896347174523,0,0,0,Đạt,2026-06-14
2025-12-01,Hà Nội,Gen Z,Phí dịch vụ cao,3272,93,62,31,3303,12126026564.121372,379923852.3694625,217666261.87683293,162257590.49262956,12288284154.614002,0.018948655256723717,0.9810513447432763,0,0,0,Đạt,2026-06-14
2025-01-01,Hà Nội,Gen Z,Lãi suất không cạnh tranh,2503,266,41,225,2728,10640929158.471048,968531573.7555012,184558139.41163427,783973434.3438668,11424902592.814915,0.016380343587694766,0.9836196564123052,0,0,0,Đạt,2026-06-14
2025-02-01,Hà Nội,Gen Z,Lãi suất không cạnh tranh,2728,317,220,97,2825,11424902592.814915,1405525019.5956821,1084015806.7507372,321509212.84494495,11746411805.659859,0.08064516129032258,0.9193548387096774,0,0,0,Đạt,2026-06-14
2025-03-01,Hà Nội,Gen Z,Lãi suất không cạnh tranh,2825,213,131,82,2907,11746411805.659859,886718203.8133496,470983302.39310807,415734901.42024153,12162146707.080101,0.046371681415929206,0.9536283185840708,0,0,0,Đạt,2026-06-14
2025-04-01,Hà Nội,Gen Z,Lãi suất không cạnh tranh,2907,270,58,212,3119,12162146707.080101,1321952999.3574817,264490837.4382473,1057462161.9192344,13219608868.999336,0.019951840385276916,0.9800481596147231,0,0,0,Đạt,2026-06-14
2025-05-01,Hà Nội,Gen Z,Lãi suất không cạnh tranh,3119,389,127,262,3381,13219608868.999336,1356184496.694873,464127557.10579735,892056939.5890758,14111665808.588411,0.04071817890349471,0.9592818210965053,4,0,0,Cần kiểm tra,2026-06-14
2025-06-01,Hà Nội,Gen Z,Lãi suất không cạnh tranh,3381,168,110,58,3439,14111665808.588411,661219074.7843604,474215293.4451355,187003781.33922493,14298669589.927637,0.03253475303164744,0.9674652469683526,0,0,0,Đạt,2026-06-14
2025-07-01,Hà Nội,Gen Z,Lãi suất không cạnh tranh,3439,230,70,160,3599,14298669589.927637,1012573362.2014592,327586613.52092093,684986748.6805382,14983656338.608175,0.020354754289037512,0.9796452457109625,0,0,0,Đạt,2026-06-14
2025-08-01,Hà Nội,Gen Z,Lãi suất không cạnh tranh,3599,401,347,54,3653,14983656338.608175,1500137327.9320183,1307363405.6640656,192773922.26795268,15176430260.876127,0.0964156710197277,0.9035843289802723,0,0,0,Đạt,2026-06-14
2025-09-01,Hà Nội,Gen Z,Lãi suất không cạnh tranh,3653,303,84,219,3872,15176430260.876127,1377417229.4609756,287688446.5143372,1089728782.9466386,16266159043.822765,0.02299479879551054,0.9770052012044894,0,0,0,Đạt,2026-06-14
2025-10-01,Hà Nội,Gen Z,Lãi suất không cạnh tranh,3872,57,245,-188,3684,16266159043.822765,260797193.14448434,1177384627.9858155,-916587434.8413312,15349571608.981434,0.06327479338842976,0.9367252066115702,0,0,0,Đạt,2026-06-14
2025-11-01,Hà Nội,Gen Z,Lãi suất không cạnh tranh,3684,178,214,-36,3648,15349571608.981434,634315327.1649956,796299881.3375866,-161984554.1725911,15187587054.808844,0.05808903365906623,0.9419109663409337,0,0,0,Đạt,2026-06-14
2025-12-01,Hà Nội,Gen Z,Lãi suất không cạnh tranh,3648,90,73,17,3665,15187587054.808844,321101618.4267746,330123950.63386244,-9022332.207087815,15178564722.601755,0.0200109649122807,0.9799890350877193,0,0,0,Đạt,2026-06-14
2025-01-01,Hà Nội,Gen Z,Chăm sóc khách hàng kém,2738,231,163,68,2806,1674368274.8382013,124246366.9286684,84889448.8516781,39356918.07699029,1713725192.9151917,0.059532505478451424,0.9404674945215485,0,0,0,Đạt,2026-06-14
2025-02-01,Hà Nội,Gen Z,Chăm sóc khách hàng kém,2806,342,252,90,2896,1713725192.9151917,181579332.1708069,172581294.57696524,8998037.593841672,1722723230.5090332,0.08980755523877405,0.910192444761226,0,0,0,Đạt,2026-06-14
2025-03-01,Hà Nội,Gen Z,Chăm sóc khách hàng kém,2896,272,173,99,2995,1722723230.5090332,186626331.8073659,114959708.77898458,71666623.02838132,1794389853.5374146,0.05973756906077348,0.9402624309392266,0,0,0,Đạt,2026-06-14
2025-04-01,Hà Nội,Gen Z,Chăm sóc khách hàng kém,2995,407,222,185,3180,1794389853.5374146,243851623.21258643,137360429.33867654,106491193.87390989,1900881047.4113245,0.07412353923205342,0.9258764607679466,0,0,0,Đạt,2026-06-14
2025-05-01,Hà Nội,Gen Z,Chăm sóc khách hàng kém,3180,135,154,-19,3161,1900881047.4113245,77970899.48965742,85672967.87889601,-7702068.389238596,1893178979.022086,0.048427672955974846,0.9515723270440252,0,0,0,Đạt,2026-06-14
2025-06-01,Hà Nội,Gen Z,Chăm sóc khách hàng kém,3161,418,280,138,3299,1893178979.022086,284997728.9325643,152053577.76259673,132944151.16996759,2026123130.1920536,0.08857956342929453,0.9114204365707055,0,0,0,Đạt,2026-06-14
2025-07-01,Hà Nội,Gen Z,Chăm sóc khách hàng kém,3299,459,144,315,3614,2026123130.1920536,284038323.2250721,85935409.98201582,198102913.24305627,2224226043.4351096,0.04364959078508639,0.9563504092149137,0,0,0,Đạt,2026-06-14
2025-08-01,Hà Nội,Gen Z,Chăm sóc khách hàng kém,3614,350,293,57,3671,2224226043.4351096,215065163.76807812,186372282.11680228,28692881.651275843,2252918925.0863853,0.08107360265633647,0.9189263973436635,0,0,0,Đạt,2026-06-14
2025-09-01,Hà Nội,Gen Z,Chăm sóc khách hàng kém,3671,470,338,132,3803,2252918925.0863853,291620081.60943556,180083069.37031737,111537012.23911819,2364455937.3255033,0.09207300463089077,0.9079269953691093,0,0,0,Đạt,2026-06-14
2025-10-01,Hà Nội,Gen Z,Chăm sóc khách hàng kém,3803,423,249,174,3977,2364455937.3255033,223509862.74388564,155938814.407754,67571048.33613163,2432026985.661635,0.06547462529581909,0.934525374704181,7,0,5,Cần kiểm tra,2026-06-14
2025-11-01,Hà Nội,Gen Z,Chăm sóc khách hàng kém,3977,98,317,-219,3758,2432026985.661635,62247036.82449594,202017083.73089343,-139770046.9063975,2292256938.7552376,0.07970832285642444,0.9202916771435755,0,0,0,Đạt,2026-06-14
2025-12-01,Hà Nội,Gen Z,Chăm sóc khách hàng kém,3758,94,55,39,3797,2292256938.7552376,62093100.39936309,33607092.8141198,28486007.585243292,2320742946.340481,0.014635444385311336,0.9853645556146886,0,0,0,Đạt,2026-06-14
2025-01-01,Hà Nội,Gen Z,Ứng dụng lỗi/chậm,3954,166,258,-92,3862,11176637489.07319,555420308.5942197,772366810.7917595,-216946502.1975398,10959690986.87565,0.06525037936267071,0.9347496206373292,0,0,0,Đạt,2026-06-14
2025-02-01,Hà Nội,Gen Z,Ứng dụng lỗi/chậm,3862,482,101,381,4243,10959690986.87565,1498161059.988021,290237146.78966737,1207923913.1983535,12167614900.074003,0.02615225271879855,0.9738477472812015,0,0,0,Đạt,2026-06-14
2025-03-01,Hà Nội,Gen Z,Ứng dụng lỗi/chậm,4243,116,145,-29,4214,12167614900.074003,281850479.5318988,346690179.2327375,-64839699.700838685,12102775200.373165,0.03417393353759133,0.9658260664624087,0,0,0,Đạt,2026-06-14
2025-04-01,Hà Nội,Gen Z,Ứng dụng lỗi/chậm,4214,483,223,260,4474,12102775200.373165,1373410532.786126,669227182.4850466,704183350.3010793,12806958550.674244,0.052918841955386806,0.9470811580446132,0,0,0,Đạt,2026-06-14
2025-05-01,Hà Nội,Gen Z,Ứng dụng lỗi/chậm,4474,71,207,-136,4338,12806958550.674244,223871703.74490374,592212019.0622112,-368340315.3173074,12438618235.356937,0.0462673223066607,0.9537326776933392,0,0,0,Đạt,2026-06-14
2025-06-01,Hà Nội,Gen Z,Ứng dụng lỗi/chậm,4338,219,384,-165,4173,12438618235.356937,589871703.7374866,1175304345.8148365,-585432642.0773499,11853185593.279587,0.08852005532503458,0.9114799446749654,0,0,0,Đạt,2026-06-14
2025-07-01,Hà Nội,Gen Z,Ứng dụng lỗi/chậm,4173,289,271,18,4191,11853185593.279587,836918522.9875183,841583925.5966595,-4665402.609141231,11848520190.670446,0.06494128924035467,0.9350587107596453,0,0,0,Đạt,2026-06-14
2025-08-01,Hà Nội,Gen Z,Ứng dụng lỗi/chậm,4191,442,251,191,4382,11848520190.670446,1297774914.3482678,847530316.891813,450244597.45645475,12298764788.126902,0.0598902409926032,0.9401097590073968,0,0,0,Đạt,2026-06-14
2025-09-01,Hà Nội,Gen Z,Ứng dụng lỗi/chậm,4382,566,318,248,4630,12298764788.126902,1912461607.5296283,927083608.4169146,985377999.1127137,13284142787.239614,0.07256960292104062,0.9274303970789594,0,0,0,Đạt,2026-06-14
2025-10-01,Hà Nội,Gen Z,Ứng dụng lỗi/chậm,4630,286,444,-158,4472,13284142787.239614,835560959.7371775,1423665302.4492497,-588104342.7120723,12696038444.527542,0.0958963282937365,0.9041036717062635,8,0,0,Cần kiểm tra,2026-06-14
2025-11-01,Hà Nội,Gen Z,Ứng dụng lỗi/chậm,4472,287,227,60,4532,12696038444.527542,767210292.1041936,558440452.1427258,208769839.96146774,12904808284.48901,0.050760286225402504,0.9492397137745975,0,0,0,Đạt,2026-06-14
2025-12-01,Hà Nội,Gen Z,Ứng dụng lỗi/chậm,4532,57,268,-211,4321,12904808284.48901,139431540.78296942,821956255.8384423,-682524715.0554729,12222283569.433537,0.05913503971756399,0.940864960282436,0,0,0,Đạt,2026-06-14
2025-01-01,Hà Nội,Gen Z,Thủ tục rườm rà,2959,192,189,3,2962,10587216344.076578,722689076.4129373,775742270.7322453,-53053194.31930804,10534163149.75727,0.06387293004393377,0.9361270699560662,0,0,0,Đạt,2026-06-14
2025-02-01,Hà Nội,Gen Z,Thủ tục rườm rà,2962,353,178,175,3137,10534163149.75727,1471365831.7114873,577996529.2743179,893369302.4371694,11427532452.19444,0.06009453072248481,0.9399054692775152,0,0,0,Đạt,2026-06-14
2025-03-01,Hà Nội,Gen Z,Thủ tục rườm rà,3137,244,302,-58,3079,11427532452.19444,890605801.2251505,996511230.4537325,-105905429.22858202,11321627022.965858,0.09627032196365955,0.9037296780363404,0,0,0,Đạt,2026-06-14
2025-04-01,Hà Nội,Gen Z,Thủ tục rườm rà,3079,216,141,75,3154,11321627022.965858,749464637.415933,503903204.1800285,245561433.2359045,11567188456.201763,0.04579408898993179,0.9542059110100682,0,0,0,Đạt,2026-06-14
2025-05-01,Hà Nội,Gen Z,Thủ tục rườm rà,3154,258,233,25,3179,11567188456.201763,932832598.2510533,774253551.5205045,158579046.73054886,11725767502.932312,0.07387444514901712,0.9261255548509829,0,0,0,Đạt,2026-06-14
2025-06-01,Hà Nội,Gen Z,Thủ tục rườm rà,3179,404,118,286,3465,11725767502.932312,1423813801.3437984,455326407.1083138,968487394.2354846,12694254897.167797,0.03711859075180875,0.9628814092481912,0,0,0,Đạt,2026-06-14
2025-07-01,Hà Nội,Gen Z,Thủ tục rườm rà,3465,47,218,-171,3294,12694254897.167797,165264671.55272764,812182212.4087939,-646917540.8560662,12047337356.311731,0.06291486291486291,0.9370851370851371,0,0,0,Đạt,2026-06-14
2025-08-01,Hà Nội,Gen Z,Thủ tục rườm rà,3294,445,148,297,3591,12047337356.311731,1860518165.13842,598738532.7447712,1261779632.3936489,13309116988.70538,0.044930176077717064,0.9550698239222829,0,0,0,Đạt,2026-06-14
2025-09-01,Hà Nội,Gen Z,Thủ tục rườm rà,3591,372,52,320,3911,13309116988.70538,1466959158.5670774,185747363.2666646,1281211795.300413,14590328784.005793,0.014480646059593427,0.9855193539404066,0,0,0,Đạt,2026-06-14
2025-10-01,Hà Nội,Gen Z,Thủ tục rườm rà,3911,255,328,-73,3838,14590328784.005793,1078449181.7779753,1086104100.7689216,-7654918.990946293,14582673865.014847,0.08386601892099207,0.9161339810790079,0,0,0,Đạt,2026-06-14
2025-11-01,Hà Nội,Gen Z,Thủ tục rườm rà,3838,184,323,-139,3699,14582673865.014847,592195414.8766978,1299507244.935707,-707311830.0590093,13875362034.955837,0.08415841584158416,0.9158415841584159,0,0,0,Đạt,2026-06-14
2025-12-01,Hà Nội,Gen Z,Thủ tục rườm rà,3699,230,187,43,3742,13875362034.955837,928009160.9081832,770875363.9303694,157133796.97781384,14032495831.933651,0.05055420383887537,0.9494457961611247,0,0,0,Đạt,2026-06-14
2025-01-01,Hà Nội,Gen Z,Đối thủ khuyến mãi tốt,2961,46,293,-247,2714,6381029312.935186,118068328.50234418,539166836.6459155,-421098508.1435713,5959930804.7916155,0.09895305639986492,0.901046943600135,0,0,0,Đạt,2026-06-14
2025-02-01,Hà Nội,Gen Z,Đối thủ khuyến mãi tốt,2714,281,111,170,2884,5959930804.7916155,577013791.4298909,266665398.03742898,310348393.3924619,6270279198.184077,0.040899042004421515,0.9591009579955785,0,0,0,Đạt,2026-06-14
2025-03-01,Hà Nội,Gen Z,Đối thủ khuyến mãi tốt,2884,123,45,78,2962,6270279198.184077,262611947.53922802,78006016.63480435,184605930.90442365,6454885129.088501,0.015603328710124827,0.9843966712898752,0,0,0,Đạt,2026-06-14
2025-04-01,Hà Nội,Gen Z,Đối thủ khuyến mãi tốt,2962,289,241,48,3010,6454885129.088501,616205133.5632784,416374686.2725132,199830447.29076523,6654715576.379266,0.08136394328156651,0.9186360567184335,0,0,0,Đạt,2026-06-14
2025-05-01,Hà Nội,Gen Z,Đối thủ khuyến mãi tốt,3010,143,230,-87,2923,6654715576.379266,280904579.4660162,439208102.1884772,-158303522.72246104,6496412053.656805,0.07641196013289037,0.9235880398671097,0,0,0,Đạt,2026-06-14
2025-06-01,Hà Nội,Gen Z,Đối thủ khuyến mãi tốt,2923,379,171,208,3131,6496412053.656805,688203422.5354381,415640673.82984436,272562748.7055937,6768974802.362399,0.058501539514197745,0.9414984604858022,0,0,0,Đạt,2026-06-14
2025-07-01,Hà Nội,Gen Z,Đối thủ khuyến mãi tốt,3131,113,291,-178,2953,6768974802.362399,234886754.7978616,682644253.4323374,-447757498.6344758,6321217303.727923,0.0929415522197381,0.9070584477802619,3,0,0,Cần kiểm tra,2026-06-14
2025-08-01,Hà Nội,Gen Z,Đối thủ khuyến mãi tốt,2953,373,224,149,3102,6321217303.727923,899855026.4572448,387078716.39743865,512776310.0598061,6833993613.787729,0.07585506264815442,0.9241449373518456,0,0,0,Đạt,2026-06-14
2025-09-01,Hà Nội,Gen Z,Đối thủ khuyến mãi tốt,3102,450,291,159,3261,6833993613.787729,978419769.4247583,657079415.6560936,321340353.7686647,7155333967.556394,0.09381044487427466,0.9061895551257253,0,0,0,Đạt,2026-06-14
2025-10-01,Hà Nội,Gen Z,Đối thủ khuyến mãi tốt,3261,87,314,-227,3034,7155333967.556394,175308110.25152284,543981374.3709513,-368673264.11942846,6786660703.436965,0.09628948175406317,0.9037105182459368,0,0,0,Đạt,2026-06-14
2025-11-01,Hà Nội,Gen Z,Đối thủ khuyến mãi tốt,3034,303,90,213,3247,6786660703.436965,662878824.5939851,170094531.8642429,492784292.72974217,7279444996.166707,0.02966381015161503,0.970336189848385,0,0,0,Đạt,2026-06-14
2025-12-01,Hà Nội,Gen Z,Đối thủ khuyến mãi tốt,3247,467,223,244,3491,7279444996.166707,872150332.0398216,456356748.0261734,415793584.0136482,7695238580.180355,0.06867878041268864,0.9313212195873114,0,0,0,Đạt,2026-06-14
2025-01-01,Hà Nội,Gen Z,Không còn nhu cầu,2468,68,110,-42,2426,1982803284.3537114,55058913.465584725,100977941.15195459,-45919027.686369866,1936884256.6673415,0.04457050243111831,0.9554294975688817,5,0,4,Cần kiểm tra,2026-06-14
2025-02-01,Hà Nội,Gen Z,Không còn nhu cầu,2426,121,163,-42,2384,1936884256.6673415,80910098.30456069,153915877.4910857,-73005779.18652502,1863878477.4808164,0.06718878812860676,0.9328112118713933,0,0,0,Đạt,2026-06-14
2025-03-01,Hà Nội,Gen Z,Không còn nhu cầu,2384,127,182,-55,2329,1863878477.4808164,98641757.5620722,140507558.4780319,-41865800.9159597,1822012676.5648568,0.07634228187919463,0.9236577181208053,0,0,0,Đạt,2026-06-14
2025-04-01,Hà Nội,Gen Z,Không còn nhu cầu,2329,229,146,83,2412,1822012676.5648568,215277763.21667472,101166926.81802732,114110836.3986474,1936123512.963504,0.0626878488621726,0.9373121511378274,0,0,0,Đạt,2026-06-14
2025-05-01,Hà Nội,Gen Z,Không còn nhu cầu,2412,185,38,147,2559,1936123512.963504,162972613.0631498,25319175.056303076,137653438.00684673,2073776950.9703507,0.015754560530679935,0.9842454394693201,0,0,0,Đạt,2026-06-14
2025-06-01,Hà Nội,Gen Z,Không còn nhu cầu,2559,301,43,258,2817,2073776950.9703507,267284839.35412166,33171001.335751124,234113838.01837054,2307890788.9887214,0.016803438843298164,0.9831965611567018,0,0,0,Đạt,2026-06-14
2025-07-01,Hà Nội,Gen Z,Không còn nhu cầu,2817,120,194,-74,2743,2307890788.9887214,100578120.55201223,140835320.37851578,-40257199.826503545,2267633589.1622176,0.06886758963436279,0.9311324103656372,0,0,0,Đạt,2026-06-14
2025-08-01,Hà Nội,Gen Z,Không còn nhu cầu,2743,163,42,121,2864,2267633589.1622176,128017400.85912767,38747894.325169675,89269506.53395799,2356903095.6961756,0.015311702515493984,0.984688297484506,0,0,0,Đạt,2026-06-14
2025-09-01,Hà Nội,Gen Z,Không còn nhu cầu,2864,317,219,98,2962,2356903095.6961756,259234374.30560917,204474197.91878176,54760176.38682741,2411663272.083003,0.07646648044692737,0.9235335195530726,0,0,0,Đạt,2026-06-14
2025-10-01,Hà Nội,Gen Z,Không còn nhu cầu,2962,63,47,16,2978,2411663272.083003,42949066.515751615,33211042.182983164,9738024.332768451,2421401296.4157715,0.01586765698852127,0.9841323430114788,0,0,0,Đạt,2026-06-14
2025-11-01,Hà Nội,Gen Z,Không còn nhu cầu,2978,44,146,-102,2876,2421401296.4157715,42390860.59659162,94043554.12839022,-51652693.5317986,2369748602.883973,0.049026192075218265,0.9509738079247817,0,0,0,Đạt,2026-06-14
2025-12-01,Hà Nội,Gen Z,Không còn nhu cầu,2876,86,64,22,2898,2369748602.883973,72864366.76433901,41708214.37532991,31156152.389009103,2400904755.272982,0.022253129346314324,0.9777468706536857,0,0,0,Đạt,2026-06-14
2025-01-01,Hà Nội,Gen Z,Khác,3211,42,177,-135,3076,6652668483.776745,96472637.28877194,429260463.795847,-332787826.5070751,6319880657.26967,0.05512301463718468,0.9448769853628153,0,0,0,Đạt,2026-06-14
2025-02-01,Hà Nội,Gen Z,Khác,3076,213,156,57,3133,6319880657.26967,469100433.7404972,268101587.4557315,200998846.28476566,6520879503.554435,0.05071521456436931,0.9492847854356307,0,0,0,Đạt,2026-06-14
2025-03-01,Hà Nội,Gen Z,Khác,3133,274,229,45,3178,6520879503.554435,500001692.04507965,446679941.3254344,53321750.71964526,6574201254.27408,0.07309288222151293,0.9269071177784871,0,0,0,Đạt,2026-06-14
2025-04-01,Hà Nội,Gen Z,Khác,3178,86,150,-64,3114,6574201254.27408,201043460.08621642,299057225.38193464,-98013765.29571822,6476187488.978362,0.04719949653870359,0.9528005034612964,0,0,0,Đạt,2026-06-14
2025-05-01,Hà Nội,Gen Z,Khác,3114,144,271,-127,2987,6476187488.978362,308735484.66641456,647357479.7729741,-338621995.1065596,6137565493.871802,0.08702633269107257,0.9129736673089275,0,0,0,Đạt,2026-06-14
2025-06-01,Hà Nội,Gen Z,Khác,2987,267,283,-16,2971,6137565493.871802,557439196.5313103,566943029.9987603,-9503833.467450023,6128061660.404352,0.09474389019082692,0.905256109809173,0,0,0,Đạt,2026-06-14
2025-07-01,Hà Nội,Gen Z,Khác,2971,417,37,380,3351,6128061660.404352,830345029.9342346,63829236.09071681,766515793.8435178,6894577454.2478695,0.012453719286435544,0.9875462807135644,0,0,0,Đạt,2026-06-14
2025-08-01,Hà Nội,Gen Z,Khác,3351,170,75,95,3446,6894577454.2478695,339915740.34434795,171657681.4669111,168258058.87743685,7062835513.125306,0.022381378692927483,0.9776186213070726,0,0,0,Đạt,2026-06-14
2025-09-01,Hà Nội,Gen Z,Khác,3446,63,176,-113,3333,7062835513.125306,150001209.47383183,423375625.24003184,-273374415.7662,6789461097.359106,0.05107370864770749,0.9489262913522926,0,0,0,Đạt,2026-06-14
2025-10-01,Hà Nội,Gen Z,Khác,3333,296,85,211,3544,6789461097.359106,653456225.3210567,186892662.58153164,466563562.7395251,7256024660.098631,0.025502550255025503,0.9744974497449745,0,0,0,Đạt,2026-06-14
2025-11-01,Hà Nội,Gen Z,Khác,3544,479,103,376,3920,7256024660.098631,1025154505.3945621,241706985.75980076,783447519.6347613,8039472179.733393,0.029063205417607225,0.9709367945823928,0,0,0,Đạt,2026-06-14
2025-12-01,Hà Nội,Gen Z,Khác,3920,182,230,-48,3872,8039472179.733393,441095854.4586136,475750914.5615355,-34655060.1029219,8004817119.630471,0.058673469387755105,0.9413265306122449,0,0,0,Đạt,2026-06-14
2025-01-01,Hà Nội,Millennials,Phí dịch vụ cao,2979,178,141,37,3016,2170589344.5981936,153818180.98542204,106818497.20327955,46999683.78214249,2217589028.3803363,0.0473313192346425,0.9526686807653575,0,0,0,Đạt,2026-06-14
2025-02-01,Hà Nội,Millennials,Phí dịch vụ cao,3016,408,75,333,3349,2217589028.3803363,300790759.7728872,62258115.457113385,238532644.3157738,2456121672.6961102,0.02486737400530504,0.975132625994695,0,0,0,Đạt,2026-06-14
2025-03-01,Hà Nội,Millennials,Phí dịch vụ cao,3349,308,267,41,3390,2456121672.6961102,251250091.56464317,220371549.2560358,30878542.30860737,2487000215.004718,0.0797252911316811,0.9202747088683189,0,0,0,Đạt,2026-06-14
2025-04-01,Hà Nội,Millennials,Phí dịch vụ cao,3390,392,227,165,3555,2487000215.004718,304836205.13330406,182275206.17059624,122560998.96270782,2609561213.967426,0.06696165191740414,0.9330383480825959,0,0,0,Đạt,2026-06-14
2025-05-01,Hà Nội,Millennials,Phí dịch vụ cao,3555,311,36,275,3830,2609561213.967426,246111566.8539732,24946390.54050638,221165176.31346682,2830726390.280893,0.010126582278481013,0.9898734177215189,0,0,0,Đạt,2026-06-14
2025-06-01,Hà Nội,Millennials,Phí dịch vụ cao,3830,69,41,28,3858,2830726390.280893,55787256.38580928,35030266.43318875,20756989.95262053,2851483380.2335134,0.010704960835509139,0.9892950391644909,0,0,0,Đạt,2026-06-14
2025-07-01,Hà Nội,Millennials,Phí dịch vụ cao,3858,285,324,-39,3819,2851483380.2335134,219906580.50249723,192293547.06766698,27613033.43483025,2879096413.6683435,0.08398133748055987,0.9160186625194401,0,0,0,Đạt,2026-06-14
2025-08-01,Hà Nội,Millennials,Phí dịch vụ cao,3819,532,364,168,3987,2879096413.6683435,357593409.8872247,265614620.74326047,91978789.1439642,2971075202.812308,0.09531290913851793,0.904687090861482,0,0,0,Đạt,2026-06-14
2025-09-01,Hà Nội,Millennials,Phí dịch vụ cao,3987,186,293,-107,3880,2971075202.812308,139836368.69700155,197841142.32163435,-58004773.624632806,2913070429.187675,0.07348883872585904,0.926511161274141,0,0,0,Đạt,2026-06-14
2025-10-01,Hà Nội,Millennials,Phí dịch vụ cao,3880,150,179,-29,3851,2913070429.187675,102115552.13690814,133986964.96508937,-31871412.828181222,2881199016.3594937,0.046134020618556704,0.9538659793814432,0,0,0,Đạt,2026-06-14
2025-11-01,Hà Nội,Millennials,Phí dịch vụ cao,3851,163,119,44,3895,2881199016.3594937,125136404.30376765,100973448.12440361,24162956.17936404,2905361972.538858,0.030901064658530254,0.9690989353414697,0,0,0,Đạt,2026-06-14
2025-12-01,Hà Nội,Millennials,Phí dịch vụ cao,3895,40,375,-335,3560,2905361972.538858,24879610.471098237,268373483.15730956,-243493872.68621132,2661868099.852647,0.0962772785622593,0.9037227214377407,0,0,0,Đạt,2026-06-14
2025-01-01,Hà Nội,Millennials,Lãi suất không cạnh tranh,3116,325,138,187,3303,13431603445.772015,1479170061.8124394,491838552.6263157,987331509.1861237,14418934954.958138,0.044287548138639284,0.9557124518613607,0,0,0,Đạt,2026-06-14
2025-02-01,Hà Nội,Millennials,Lãi suất không cạnh tranh,3303,240,40,200,3503,14418934954.958138,847019448.9153917,154264937.98240057,692754510.9329911,15111689465.891129,0.012110202845897668,0.9878897971541023,0,0,0,Đạt,2026-06-14
2025-03-01,Hà Nội,Millennials,Lãi suất không cạnh tranh,3503,359,120,239,3742,15111689465.891129,1476863889.596221,505514212.70344377,971349676.8927772,16083039142.783905,0.0342563516985441,0.9657436483014559,0,0,0,Đạt,2026-06-14
2025-04-01,Hà Nội,Millennials,Lãi suất không cạnh tranh,3742,397,208,189,3931,16083039142.783905,1412397240.3932948,1043986886.4242502,368410353.96904457,16451449496.752949,0.05558524853019776,0.9444147514698022,0,0,0,Đạt,2026-06-14
